Código comarca,Comarca,2022.0,2021.0,2020.0,2019.0,2018.0,2017.0,2016.0,2015.0,2014.0,2013.0,2012.0,2011.0,2010.0,2009.0,2008.0,2007.0,2006.0,2005.0,2004.0
20039,Getaria,13.11,13.11,13.11,13.11,13.11,15.18,15.18,15.18,15.18,15.03,14.22,14.22,13.73,13.73,18.98,9.49,9.49,9.49,9.49
48044,Getxo,26.66,26.66,26.66,26.64,26.64,26.64,26.64,26.64,26.64,25.96,33.7,33.72,33.72,37.21,37.21,37.21,37.21,37.21,35.95
48047,Gizaburuaga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48042,Gordexola,8.5,8.5,8.5,8.5,8.5,8.5,18.55,18.55,4.43,4.2,16.44,18.83,18.83,18.83,18.83,14.09,14.09,18.63,35.29
48043,Gorliz,14.79,14.79,14.79,14.79,14.79,14.79,14.79,14.79,14.79,16.82,31.58,31.37,31.37,31.37,31.37,31.56,29.55,29.55,29.55
48045,Güeñes,21.41,21.41,21.41,21.41,21.41,21.41,21.41,21.41,21.41,21.46,23.8,23.83,23.41,23.41,23.41,23.41,15.01,26.23,26.23
01056,Harana/Valle de Arana,6.09,6.09,6.09,6.09,6.09,6.09,6.07,6.07,6.07,6.12,10.89,10.89,10.89,10.89,10.89,10.89,10.89,10.89,10.89
20040,Hernani,12.69,12.63,12.63,12.63,12.63,12.63,13.77,13.77,13.8,13.7,18.57,15.88,15.88,15.88,15.88,26.36,26.36,26.36,26.36
20041,Hernialde,11.11,22.22,22.22,22.22,22.22,22.22,22.22,0.0,0.0,0.0,51.85,51.85,51.85,51.85,51.85,51.85,51.85,51.85,51.85
20036,Hondarribia,4.33,5.04,5.2,5.2,5.2,4.36,5.52,5.51,5.51,5.65,8.37,6.69,6.66,6.66,6.66,6.69,6.69,6.69,6.69
20042,Ibarra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11
48048,Ibarrangelu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20043,Idiazabal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.23,5.23,5.23,5.23,5.23,5.23,36.28,0.0,0.0
48094,Igorre,23.65,23.65,23.65,23.65,23.65,23.65,23.65,23.65,22.9,22.33,35.5,35.5,35.5,35.5,35.5,42.18,34.98,34.98,51.08
20044,Ikaztegieta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20045,Irun,6.02,6.02,6.43,6.43,6.43,6.44,8.91,3.01,5.22,5.35,11.11,11.49,11.5,11.4,11.43,11.57,10.05,8.25,21.21
20046,Irura,27.97,27.97,27.97,27.97,27.97,27.97,27.97,27.97,27.97,27.59,27.59,57.24,56.89,56.89,0.0,0.0,0.0,0.0,0.0
01027,Iruraiz-Gauna,12.65,12.65,12.65,12.65,12.65,12.65,17.88,17.88,17.88,17.95,18.98,18.98,19.17,19.17,19.15,19.15,19.15,19.15,19.15
01901,Iruña Oka/Iruña de Oca,15.65,15.65,15.65,15.65,15.65,15.65,18.99,18.99,18.99,29.54,29.98,29.98,29.98,30.58,30.58,30.58,30.58,30.58,30.58
48049,Ispaster,18.18,18.18,18.26,18.26,18.26,18.26,18.26,18.26,18.26,18.63,25.29,25.29,25.0,25.0,25.0,25.29,25.0,24.3,24.3
20047,Itsasondo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48910,Iurreta,32.41,32.58,32.58,32.58,32.49,32.49,32.49,32.49,32.49,31.98,38.07,38.07,38.07,38.07,38.07,37.95,37.72,37.72,68.85
48050,Izurtza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.76,29.23,29.23,29.23,29.23,29.23,29.69,29.23,29.23
48022,Karrantza Harana/Valle de Carranza,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55,4.13,5.8,5.78,5.78,5.78,5.78,5.78,5.8,5.58,5.64
48907,Kortezubi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01019,Kripan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01020,Kuartango,7.48,7.48,7.48,7.48,7.48,7.48,7.48,7.48,7.48,7.53,6.13,6.13,6.13,6.13,6.13,6.13,6.13,6.13,6.13
01028,Labastida/Bastida,12.33,12.33,12.33,12.33,12.33,12.33,12.33,12.33,12.33,12.87,15.06,15.06,15.3,15.3,15.3,15.3,15.32,15.23,14.3
01030,Lagrán,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01031,Laguardia,43.07,43.07,43.07,43.07,43.07,43.07,43.07,42.78,42.78,43.4,76.57,76.57,75.82,75.82,75.77,75.77,75.6,75.6,70.15
01032,Lanciego/Lantziego,20.74,20.74,20.74,20.74,20.74,20.74,20.74,20.74,20.74,20.62,20.81,12.81,12.85,12.85,12.85,12.81,12.85,12.81,12.81
48051,Lanestosa,16.92,16.92,16.92,16.92,16.92,16.92,16.92,16.92,16.92,16.92,20.74,20.74,20.74,20.74,20.74,20.74,20.74,20.74,20.74
01902,Lantarón,16.46,16.46,16.46,16.46,16.46,16.46,16.46,16.46,16.46,16.55,14.95,14.95,14.9,14.9,14.9,14.9,14.93,14.95,14.95
01033,Lapuebla de Labarca,14.72,14.72,14.72,14.72,14.72,14.72,14.72,14.72,14.72,14.16,16.59,16.59,16.59,16.59,16.59,16.59,16.59,2.62,16.59
48052,Larrabetzu,0.0,10.99,10.99,11.05,11.05,5.84,5.84,5.84,5.84,6.1,13.79,3.01,3.01,3.01,3.01,3.01,3.01,3.01,8.03
20048,Larraul,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20902,Lasarte-Oria,8.32,8.32,8.32,8.32,15.54,15.54,15.54,15.54,23.42,23.63,24.38,24.38,24.38,24.31,24.31,24.31,24.31,24.31,24.31
01036,Laudio/Llodio,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.41,1.39,11.99,18.78,18.76,24.66,24.66,24.66,25.26,25.26,24.97
48053,Laukiz,13.51,13.51,13.51,13.51,14.55,14.51,14.51,14.49,14.49,13.26,13.04,13.04,13.04,13.04,13.04,13.04,13.04,13.04,13.04
20049,Lazkao,9.93,9.93,9.93,9.93,9.93,9.93,9.93,9.93,9.93,9.86,11.24,11.24,11.24,11.24,11.24,14.21,14.21,14.21,16.7
20050,Leaburu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20051,Legazpi,9.33,9.33,9.33,9.33,9.33,9.33,13.21,13.21,13.21,13.01,13.15,13.15,13.15,13.15,18.28,18.28,18.28,18.56,15.32
20052,Legorreta,12.41,12.41,12.41,10.79,10.79,11.03,11.03,11.03,11.03,11.49,11.49,11.49,11.76,11.76,11.76,11.76,0.0,0.0,0.0
01058,Legutio,1.33,1.33,1.33,1.33,1.33,1.33,1.33,1.33,1.31,1.33,7.2,7.2,7.2,7.2,7.2,7.16,7.16,6.94,10.05
20068,Leintz-Gatzaga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48054,Leioa,9.66,13.03,13.03,12.66,12.66,19.82,19.82,19.82,20.96,20.31,37.25,36.9,36.92,36.92,40.08,39.27,43.98,13.57,13.79
48057,Lekeitio,0.0,0.0,9.06,9.06,9.06,9.06,9.06,9.06,9.06,6.9,13.22,13.22,13.22,13.22,13.22,17.87,17.98,17.98,17.98
48055,Lemoa,14.32,14.32,14.32,14.32,14.32,14.32,14.32,14.32,14.24,14.17,13.47,13.47,13.49,13.49,9.41,8.02,8.02,8.16,21.21
48056,Lemoiz,15.21,15.21,15.21,15.21,15.21,15.1,15.1,15.1,15.43,15.44,28.85,28.85,28.85,28.8,28.8,28.95,28.42,27.87,27.87
01034,Leza,12.64,12.72,24.28,24.28,24.28,24.28,24.28,24.28,24.28,22.86,13.89,13.89,13.89,13.89,14.2,14.2,14.2,14.2,14.2
48081,Lezama,0.0,0.0,0.0,10.9,10.9,10.9,10.9,10.25,10.25,7.81,9.42,10.45,10.45,10.45,12.01,29.74,29.74,29.74,15.9
20053,Lezo,6.29,6.29,6.29,6.29,6.29,6.29,6.29,6.29,6.29,6.37,6.37,15.99,18.15,18.15,18.15,19.17,19.17,19.17,19.17
20054,Lizartza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48903,Loiu,26.57,26.57,26.57,26.57,26.57,26.57,26.57,26.57,27.03,27.17,27.78,33.9,33.9,33.94,33.94,34.03,34.08,25.83,71.06
48058,Mallabia,6.96,6.96,6.96,6.96,6.96,6.96,4.29,4.23,4.23,4.27,6.11,6.11,6.12,6.11,6.11,6.11,6.11,3.82,3.82
48060,Markina-Xemein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.21,42.73,31.57,31.57,31.57,31.57,31.93,31.93,32.78,30.93,31.79
48061,Maruri-Jatabe,27.72,27.72,27.72,27.72,27.72,27.72,27.72,27.72,28.2,26.58,36.23,36.23,36.23,36.09,36.09,36.09,36.09,36.09,33.61
48059,Mañaria,5.14,5.14,5.14,5.14,5.14,5.14,5.14,5.14,5.14,4.91,5.3,5.3,5.3,5.3,5.3,5.3,5.32,5.3,5.3
20901,Mendaro,18.27,18.27,18.27,18.27,18.27,18.27,18.27,18.27,18.27,19.79,58.59,58.59,58.59,58.59,20.38,20.38,20.38,20.38,43.9
48062,Mendata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48063,Mendexa,18.82,18.82,18.82,18.82,18.82,18.82,18.82,18.82,18.82,18.39,16.83,16.83,15.46,15.46,15.51,15.51,15.51,15.51,23.74
48064,Meñaka,9.13,9.13,9.13,9.13,9.13,9.13,9.13,0.0,0.0,0.0,7.47,6.58,6.58,6.58,6.58,4.69,4.69,4.69,4.69
01039,Moreda de Álava / Moreda Araba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48066,Morga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48068,Mundaka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48069,Mungia,5.73,5.72,5.72,5.72,5.72,5.72,5.72,9.9,9.9,10.18,12.08,12.08,12.08,12.08,12.12,12.08,12.16,12.16,12.35
48007,Munitibar-Arbatzegi Gerrikaitz-,12.29,12.29,12.29,12.29,12.29,12.29,12.29,12.29,12.29,11.49,12.39,12.39,12.39,12.39,12.39,12.39,0.0,0.0,0.0
48908,Murueta,5.28,5.24,5.24,5.24,5.24,5.24,5.24,5.24,5.24,5.2,5.83,5.83,5.83,5.83,5.83,5.83,5.83,5.83,9.52
48071,Muskiz,4.08,4.08,4.08,4.08,4.08,4.08,4.02,4.02,4.02,4.26,16.67,16.67,16.67,16.67,13.13,13.13,13.1,13.1,13.1
20057,Mutiloa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.05,19.05,0.0,0.0,0.0,0.0,0.0,19.05,19.05
20056,Mutriku,20.66,20.66,20.56,20.56,20.56,20.56,28.97,28.97,28.97,28.81,39.41,39.41,39.41,39.41,39.41,22.68,22.68,23.18,23.18
48067,Muxika,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,9.74,10.0,12.29,12.29,12.29,12.29,12.29,12.29,12.29,12.29,50.0
48909,Nabarniz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01041,Navaridas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20063,Oiartzun,9.03,9.03,9.03,9.03,9.03,9.03,9.03,5.97,5.97,5.96,4.42,3.23,3.23,5.78,5.78,15.21,16.56,12.39,16.2
01042,Okondo,0.0,0.0,0.0,0.0,0.0,0.0,6.06,6.06,6.06,6.7,6.7,6.7,6.7,6.7,6.7,22.57,22.57,21.96,21.96
20058,Olaberria,3.85,3.85,3.85,3.85,3.85,3.85,3.85,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,29.5
48073,Ondarroa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20076,Ordizia,13.86,13.86,13.86,13.75,13.75,13.75,13.75,28.3,28.3,28.99,30.07,30.07,30.07,30.07,30.07,30.07,30.07,30.07,30.07
20905,Orendain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20060,Orexa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20061,Orio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,9.2,9.2,9.2,8.76,8.76,54.6,54.6,54.6
20062,Ormaiztegi,33.33,33.33,33.33,33.33,33.33,33.33,33.33,33.33,33.33,34.43,34.43,56.78,56.78,56.78,56.78,17.04,17.04,17.04,17.97
48075,Orozko,7.2,7.2,6.41,6.41,6.41,6.41,6.41,6.41,5.54,5.64,13.2,13.37,13.37,13.37,13.37,13.37,13.37,26.12,26.12
48083,Ortuella,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.29,25.29,25.29,25.29,25.77,25.33,25.44,20.29,20.7
48072,Otxandio,5.92,5.92,5.92,5.92,5.92,5.9,5.92,5.92,3.23,5.79,5.79,7.69,27.27,25.89,25.89,25.89,25.89,25.89,25.89
01043,Oyón-Oion,21.37,21.37,21.37,21.37,21.37,21.37,21.37,21.37,21.37,21.29,21.29,22.02,22.02,22.02,22.02,22.02,22.02,22.02,22.02
20059,Oñati,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.59,26.25,26.25,26.25,26.25,26.25,26.99,26.96,16.84,16.84
20064,Pasaia,8.25,8.25,8.25,8.25,8.25,8.25,8.26,8.26,8.26,8.44,8.47,8.47,8.47,8.47,8.47,8.47,8.47,0.0,0.0
01044,Peñacerrada-Urizaharra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48077,Plentzia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.01,73.51,73.51,73.51,73.51,73.37,73.37,73.37,73.37
48078,Portugalete,5.23,5.2,5.2,5.2,5.2,5.2,5.11,5.11,5.42,5.12,10.06,26.64,26.64,26.64,26.64,26.64,26.64,27.71,27.71
01047,Ribera Baja/Erribera Beitia,42.61,42.61,42.61,42.61,42.61,42.61,49.8,49.8,49.8,50.3,54.88,54.88,54.88,54.88,54.88,54.88,54.34,54.34,54.34
01051,Salvatierra/Agurain,38.03,38.03,38.03,38.03,38.03,38.03,31.41,31.41,34.09,34.41,41.78,23.54,23.54,23.54,23.54,23.54,22.37,22.37,22.37
01052,Samaniego,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01053,San Millán/Donemiliaga,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.53,1.02,1.02,1.02,1.63,1.63,1.63,1.63,1.63,1.63
48082,Santurtzi,10.31,10.31,11.8,11.8,16.0,16.12,16.12,16.12,14.63,13.63,16.8,16.8,10.87,10.91,10.91,10.91,10.91,11.27,13.49
20070,Segura,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,9.49,11.88,11.88,12.1,12.1,12.1,3.52,2.82,2.82,2.82
48084,Sestao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48904,Sondika,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.74,28.88,28.88,28.88,28.88,28.88,29.05,29.05,29.05,11.72
48085,Sopela,8.0,8.0,8.0,8.0,8.0,8.01,48.36,48.36,48.36,47.8,48.4,48.42,48.42,48.42,48.42,48.43,48.43,48.56,47.5
48086,Sopuerta,18.68,18.68,18.68,18.68,18.68,18.68,23.6,23.6,25.69,26.3,28.2,28.06,28.06,28.06,28.06,28.06,28.06,28.06,24.25
20065,Soraluze-Placencia de las Armas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48076,Sukarrieta,17.29,17.29,17.29,17.29,17.29,17.29,17.29,17.29,17.29,16.9,15.79,15.79,15.79,15.79,15.79,15.79,15.79,15.79,15.79
20071,Tolosa,13.57,13.57,13.57,13.57,13.55,13.55,13.55,13.51,13.51,13.98,13.36,13.36,13.34,9.64,9.71,10.17,10.17,10.83,11.57
48087,Trucios-Turtzioz,7.49,7.49,7.49,7.49,7.49,7.49,7.49,7.49,7.49,7.23,11.38,11.38,11.38,11.38,11.38,11.38,11.38,11.38,6.47
48088,Ubide,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48065,Ugao-Miraballes,10.92,10.92,10.92,10.92,10.92,10.92,10.92,10.92,10.92,10.79,23.21,23.21,23.21,23.21,23.21,26.86,28.17,28.44,29.85
48089,Urduliz,27.03,30.48,30.48,30.48,30.48,30.48,30.48,30.48,30.48,40.73,43.54,43.67,43.67,43.67,43.67,61.11,61.11,61.11,60.96
48074,Urduña/Orduña,33.03,33.03,33.03,33.03,33.03,33.03,33.03,33.03,33.03,33.39,32.75,32.75,32.75,32.75,32.75,32.75,32.75,36.77,20.8
01054,Urkabustaiz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.09,7.17,7.17,7.17,7.17,7.17,7.16,7.16,7.16,7.47,7.38
20072,Urnieta,29.86,29.86,29.86,29.86,29.86,29.86,29.86,29.86,29.86,0.0,29.63,29.63,29.63,29.63,29.63,29.63,29.34,-56.13,29.63
20077,Urretxu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.29,34.29,34.29,34.29,34.29,34.29,34.29,32.68
20073,Usurbil,20.74,20.74,20.74,20.74,20.74,20.74,20.43,20.43,20.43,20.56,20.0,20.69,20.69,20.69,22.77,22.77,22.77,23.24,19.44
01055,Valdegovía/Gaubea,8.52,8.57,8.99,8.99,8.99,8.99,8.99,8.99,8.99,9.02,10.23,10.23,10.23,10.23,10.23,10.99,10.32,9.75,9.75
48080,Valle de Trápaga-Trapagaran,17.8,17.8,17.8,17.8,17.8,17.8,17.8,21.53,21.53,21.14,15.61,15.61,15.61,15.61,15.61,15.61,15.61,15.61,16.52
20075,Villabona,7.49,7.49,7.49,7.49,7.49,7.49,7.49,7.49,7.49,4.24,13.06,13.06,13.06,14.07,13.67,13.67,10.41,11.24,11.24
01057,Villabuena de Álava/Eskuernaga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01059,Vitoria-Gasteiz,10.38,10.6,10.58,10.58,10.57,10.57,20.68,20.68,20.67,20.88,39.28,39.72,39.95,39.95,40.02,39.43,39.99,39.38,39.66
01060,Yécora/Iekora,14.29,11.03,11.03,11.03,11.03,11.03,11.03,11.03,13.1,13.01,13.01,13.01,13.01,13.01,13.01,13.01,13.01,0.0,0.0
48095,Zaldibar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.23,21.23,21.23,21.23,21.96,24.56,24.56,19.75,19.75
20078,Zaldibia,0.0,0.0,0.0,0.0,0.0,0.0,15.85,15.85,15.85,15.38,19.1,20.88,20.88,16.28,16.28,16.28,16.28,16.28,16.28
01061,Zalduondo,0.0,0.0,0.0,0.0,0.0,0.0,21.69,21.69,21.69,22.4,19.32,19.32,19.32,19.32,19.32,19.32,19.32,19.32,19.32
48096,Zalla,11.29,11.29,11.29,11.29,11.29,11.29,11.29,11.29,11.29,11.37,55.66,55.66,55.66,55.66,55.66,55.69,55.73,56.04,54.47
01062,Zambrana,11.61,11.61,11.71,11.71,11.71,11.71,25.43,25.43,25.43,26.48,32.41,32.41,32.41,32.41,32.41,32.75,32.75,32.75,33.33
48905,Zamudio,22.33,22.33,22.33,22.33,22.33,0.0,22.33,22.33,22.33,22.9,20.94,20.94,20.94,20.94,21.71,48.04,48.04,48.04,48.04
48097,Zaratamo,23.3,23.3,23.3,23.3,23.3,23.3,23.3,6.25,6.25,6.87,5.67,5.67,5.67,0.0,0.0,0.0,0.0,0.0,0.0
20079,Zarautz,9.22,9.21,9.21,9.21,9.21,9.21,9.21,9.21,9.27,9.18,11.87,11.87,11.91,11.91,17.17,17.17,17.17,17.75,17.75
48024,Zeanuri,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.7,1.85,1.85,1.85,1.85,1.9,1.95,1.98,0.0,0.0
48025,Zeberio,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,1.13,9.19,9.19,9.19,9.19,9.36,10.43,10.43,10.01,74.88
20025,Zegama,11.16,11.16,11.16,11.16,11.16,11.16,11.16,11.16,11.16,11.71,10.44,10.44,10.48,10.48,10.48,10.48,0.0,5.81,6.12
20026,Zerain,29.09,27.27,27.27,27.27,27.27,27.27,27.27,27.27,27.27,27.27,27.27,27.78,27.78,27.78,0.0,0.0,0.0,0.0,0.0
20027,Zestoa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,2.22,2.22,2.22,2.22,2.79,2.65,2.93,2.93
48913,Zierbena,27.4,27.4,27.4,27.43,27.43,27.43,27.43,27.43,27.43,27.2,38.63,38.63,38.63,38.63,38.63,38.63,38.63,32.86,32.06
01018,Zigoitia,6.16,6.16,6.16,6.16,6.16,6.16,6.16,6.16,8.57,8.45,16.91,16.91,16.91,15.65,15.65,15.65,15.65,15.65,15.65
48915,Ziortza-Bolibar,17.31,17.31,17.31,17.31,17.31,17.31,17.31,17.31,17.31,17.09,16.04,16.04,16.04,13.49,0.0,0.0,0.0,0.0,0.0
20028,Zizurkil,14.63,14.63,14.63,14.63,14.63,14.63,14.63,14.63,14.51,14.62,14.68,0.0,0.0,0.0,0.0,0.0,24.75,24.75,24.75
01063,Zuia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.44,2.44,2.44
20081,Zumaia,25.03,25.03,25.0,25.0,25.0,25.0,25.0,25.09,25.09,24.79,30.98,30.98,30.98,30.98,30.98,30.98,10.07,10.07,20.06
20080,Zumarraga,11.13,11.13,11.13,11.13,11.13,11.13,11.13,11.13,11.06,11.28,19.58,9.78,9.78,9.78,9.78,0.0,0.0,47.33,48.89
